Tweet_index	Label	Tweet_text
1185	0	yet you cannot provide any source that shows it  @ username @   @ username @   @ username @   @ username @   @ username @   @ username @ 
1186	1	i just love eu servers.... 
1187	1	an answer to the one who criticize # feminism * # ugly girls club * # fourth wave *
1188	1	 @ username @  now, now, islam is the  religion of peace  and only christians can hurt anybody!  get it right!  d: 
1189	1	 number ams are just so lovely. 
1190	0	close to white folks, i am forced to witness firsthand their willful ignorance about the impact of race and racism.-bell hooks # ferguson *
1191	0	 @ username @   @ username @  was not that full in the nosebleeds where i was sitting, but it was fun! crowd reacting to joepa is my fav memory.
1192	1	we rebooted the server, it seems ok now yey! # face palm * # devo ps *
1193	1	ppl keep snapping me and i cannot snap back because i am looking too good rn 
1194	1	at least i woke up feeling a lot better today.. 
1195	1	maybe miss world will succeed where all her predecessors have failed in obtaining world peace? # miss world  number  *
1196	0	@ username @ @ username @ # dirt * its not your country!
1197	0	# teen anal casting * # virgin * virgin ] cute teenage virgin playing in her hotel room in tight blue gstring underwear!
1198	0	 @ username @   @ username @   @ username @  when / how did the acl tear happen?
1199	0	vcac looks like an even bigger bag of hurt than vcd 
1200	1	 @ username @  funny joke there bae...
1201	1	the moral police & vigilante's are very quiet with every # rape * i suppose it is indian culture then? # uber * # delhi rape *
1202	0	 @ username @  ben were you going to pick up your pizzas today?
1203	0	@ username @ nope. doing everything wrong. cold. hot. hot. cold. gear seems ok but as today dipped to - number  prob spoke too soon. # o rings *
1204	1	 @ username @  &  @ username @  cut a promo then  @ username @  states he is facing  @ username @  oh yay!! 
1205	0	ruling party in power#central#state#misusing their power#pm speaking only in foreign parliment#pm to visit out side india during session
1206	1	@ username @ wow that is impressive...i have to force myself to go just as i will be doing later! # gym fanatic *
1207	0	come on, it is lovely weather for a sleigh ride together with ewe. 
1208	1	 @ username @  that is totally obscure... 
1209	1	@ username @ to finally win the champs league.. no teams are that good this year and we have got a solid draw # banter * # still going out *
1210	1	 @ username @   @ username @  so basically the only storyline for caroline forbes in this season is called  stefan , great! 
1211	0	yay for days off. # coffee * # harry potter * # christmas break * # morning *
1212	1	@ username @ @ username @ whilst # s labour * # blair mc dougal * # deputy dug * recon its in # meltdown * safe in # better together * of course ...
1213	0	 @ username @  do you think mary's parents believed the bubbemeinseh that she was still a virgin?
1214	1	i am seeing more and more people using the term # gamer gate * and i cannot believe i am going to say this but they are using it incorrectly
1215	0	 @ username @  i am relaxed, and waiting for the facts to come out. but i have listened to blaine hammer on players for doing similar before.
1216	0	 @ username @   @ username @  i keep seeing noon... is it  number pm eastern or noon eastern? need to plan my morning accordingly. please advise.
1217	1	appreciate  @ username @  that he has spared suspending our accounts, only blocked us. 
1218	0	your delusion that people are being killed  cuz obama black  is the myth  @ username @   @ username @   @ username @   @ username @   @ username @ 
1219	0	 @ username @  thei reights to protest ends where my rights begin. they cannot take my right of earning livelihood and free movement.
1220	0	baking bread and hanging with a glass of wine in leggings and a sweatshirt with football on. heaven! if only the snow had not turned to rain.
1221	1	 @ username @   @ username @  ^^^^ imagine that? never would have guessed 
1222	1	crime figures: true picture may be worse than feared, says think-tank report   via  @ username @   surprised? 
1223	1	so now its hamilton on a monday night? thanks  @ username @  for all those evening games you give us, saturday football is overrated! 
1224	1	gotta love the sound of rain beating against the window on christmas day.. # where s winter *
1225	0	# lebanon * # detain ee * # is * # is is * leader's # wife * # iraqi * # official * baghdad – an iraqi official denied wednesday...
1226	1	i am a victoria secret model. it has such a secret not even victoria knows.  
1227	1	:unamused_face: half of the testing group was very helpful today. 
1228	0	they done worked me so hard
1229	0	amen :person_with_folded_hands: .... i love this! if you did not plan, then it is your problem :face_with_stuck-out_tongue_and_winking_eye: # truth * emergency @ pearl...
1230	1	whoops. did not know i had to live up to other people's expectations instead of mine. let me just fix that. # sorry not sorry * # s oz *
1231	1	cannot wait for next year when it is a cyber month sale. 
1232	0	 @ username @  it has a 
1233	1	@ username @ @ username @ let us face it, at the mo there has delays on any day ending in a y! # value for money not *
1234	0	best christmas gift  @ username @  new album. 
1235	1	i love that when a female expresses herself in an emphatic manner, it is always attributed to her menstrual cycle. -mags # pms *
1236	1	 @ username @  i am so persuasive lol 
1237	0	# km yb  number  hr * study
1238	1	@ the hospital for a new allergy test... love it. 
1239	1	 @ username @  even your link to the service alert is down. 
1240	0	hey look there! 
1241	1	and you just skip my tbh? do you not like me so much as to just erase me from your life or something? # awesome * :face_with_look_of_triumph:
1242	1	@ username @ oh joy, now i get to have even more of them in my living room! # put your toys away * # bad boyfriend *
1243	1	human brains disappear every day. some of them have never even appeared..     #brain # human brain *
1244	0	happy new year all my twitter people. hope you have a happy and successful  number ! lots of love :face_throwing_a_kiss: #  number  season * #  number  sucks *
1245	1	turns out a sausage butty from burger king is just a burger. really enjoyed eating that at half  number  in the morning. # feels hit *
1246	1	ma thing  
1247	0	girl#beautiful#short#nose#tall#but#toshort#selfieeee < number :*
1248	0	 @ username @   @ username @   @ username @  missed off the  hashtag?
1249	0	first nigga to grab it from behind no homo
1250	0	loooooool rt  @ username @ : monday is done, friday is around the corner
1251	0	new homeschool year. new marketing business. clickbank university. wealthy affiliate. writing the book finally. # holy schedule * # need an app *  number _ number 
1252	0	scratching the night off my eyes
1253	1	working on boxing day is so fun 
1254	0	to all you # deadbeat dads * ur not worth a hair on our # kids * heads.. tough being a # single mom * but at least my # beautiful * # daughter * is loved by me
1255	1	it is too bad all this is happening to # the interview * it looks like a really good movie.
1256	1	 @ username @  gun laws will fix everything 
1257	1	s/o to the bengals for sucking it up yesterday. totally made it worth me staying up  number  hours yesterday and coming to work this am. 
1258	0	 @ username @   @ username @  i mostly follow my lists, but i dip into the full feed randomly.
1259	0	not that it matters, a message board thread is not an authoritative source  @ username @   @ username @ 
1260	1	:weary_cat_face::face_screaming_in_fear::weary_cat_face::face_screaming_in_fear::weary_cat_face::face_screaming_in_fear: # popcorn * :face_with_tears_of_joy::father_christmas::face_with_tears_of_joy::father_christmas::face_with_tears_of_joy::pistol::pistol: bringing this at movie tuesday night!!
1261	1	mom: how about we bring your physical trainer dunckin' donuts.  yes.. bringing donuts to a fitness fanatic would make perfect sense 
1262	1	 @ username @  you are by far the funniest prick in the world at the moment. can you please come to geelong? we have a normal mayor.... 
1263	1	thank you harding science department for only giving us  number  minutes for our final. 
1264	1	@ username @ @ username @ @ username @ i guess this is where he lost a couple of million to lambias, is it? # ludicrous story *
1265	0	 @ username @  i moved here from north jersey and was a big rangers fan until the coyotes came to town. where are you from?
1266	0	stl.you will never win again rt  @ username @ : new manager? new striker? new transfer committee? (cont) 
1267	0	 @ username @   @ username @   @ username @  maybe they are going to jump in and land on something that is technically not  the ground . ;)
1268	1	also sick names 
1269	0	babysitting night! hoping my car does not get towed bc idk where to park :face_with_open_mouth_and_cold_sweat:
1270	0	 @ username @  you mean... it does not mean 'so much hate'..? .... oh..... orz
1271	1	@ username @ @ username @ second prize is two signed copies of boris' book. # only kidding *
1272	1	# corps man * wisdom: i had a head cold, so i took my own advice - motrin, hydrated and changed my socks. cold eliminated # navy *
1273	0	follow>  @ username @  now for great tweets about starting an online shop!  startonlinehere
1274	1	 @ username @   @ username @  it is ok kev, gurney's bowling the next over 
1275	1	i take blazing hot showers so i can get used to burning in the pits of hell. # if its real *
1276	0	festive # ff * to @ username @ @ username @ @ username @ @ username @ @ username @ @ username @ @ username @ @ username @ @ username @
1277	0	i love procrastinating but i hate cramming.. -_- 
1278	1	: entertaining journalists collecting facts about annoying dentists. # entertaining annoying * # fact about dentist *
1279	0	# your * biggest task is to get me to look # how * shall one do that? looking # none * of them # clever clogs * # shl d * # know * # my * # nak h re * too
1280	1	zuckerberg says he wears a grey t-shirt everyday because he does not want to waste time on things that do not matter  he runs facebook  
1281	1	my stomach is a wonderland for gas inducing bacteria. # blessed *
1282	0	here comes the universe. # t ml talk * # leafs *
1283	1	thank god the # knicks * re-signed carmelo. # the bulls can have him *
1284	0	heaven knows i am miserable now ... # the smiths * # girl * # old * # oh wow * # insta size * # a * # good mood * # weird pose *
1285	1	should be a balanced view then   @ username @   @ username @ 
1286	0	@ username @ alone tonight because its a personal song which helps me to imagine myself beyond another world.  #gosupersonicquikr  @ username @
1287	0	 @ username @   @ username @  thx. if thry real why do not you have them? friend me on 
1288	0	boone pratt- the evolution will be televised (directed by devin gibson o...:  via>  @ username @ 
1289	1	off to brave tesco. humungous shopping list, hail outside # oh bliss *
1290	0	 @ username @ :  weird   @ username @ 
1291	0	breaking up with your girl so you do not have to buy her any presents   #lowbudget # smart move * # a * # good * # idea * # but scheming * doe
1292	0	# comptroller * # citi bike * # stations * # bikes * # being * # properly * # maintained * as citibike gears up to expand, the...
1293	1	ooh! someone knows how to click the 'unfollow' button. i am impressed! # before coffee *
1294	0	i am so ready to get drunk tonight
1295	0	i think the new sweater i bought is a maternity sweater. oh well. its super cozy
1296	1	double dance with the boys is what makes a monday worthwhile 
1297	1	obama wants closer relations with a marxist nation... i am shocked i tell you! shocked! # cuba *
1298	0	 @ username @  oh haha no they am not :face_with_tears_of_joy::face_with_tears_of_joy: you am not even seen em
1299	1	being able to think your self angry is such a nice gift to have... # its a curse *
1300	0	 @ username @   @ username @  in the paper that supported the blackshirts. 
1301	0	you are the one lying  @ username @   @ username @   @ username @   @ username @   @ username @ 
1302	1	cool to know i have people i can talk to when having a shit night. 
1303	0	 @ username @  osu opponents record much better than baylor. outright conf champs. wins against  number  tms with winning records (baylor  number )
1304	1	 @ username @  happy new year to you too!! thanks for the reply 
1305	0	dressing gown on, turkey and buffalo sauce sandwich in hand and big fat quiz of the year # moving * # ever * # again *
1306	0	 @ username @  at $ number . number  per day those are definitely not costco socks! i must say this   funky sock  movement is kind of cool.
1307	1	a tiring selfiee!!but yet looks # fresh h * :p aftr long work!!! i love unii
1308	0	this has nothing to do with anything at all, but i hate the word  fleek . it sounds like something i would name my neopet.
1309	0	oomf should be chowed in her mom's car
1310	0	stop living like a king, you are not one so using this in real life. # exodus movie *
1311	1	i think i might be an artist # flowers * # pretty * # love * # beautiful * # painting * # art * # nature * # lc hs *
1312	0	i am really stoked about going abroad in the fall. and well next week but that is for completely different reasons. # i miss my boyfriend *
1313	0	look behind you # tara # ella # starbucks # my top girls * @ the omni santry
1314	1	 @ username @  i do not like yellow but most of my things are yellow.  hi kapitana!!! nagaaral kmi ni  @ username @  asdfghjkl huhuhu
1315	0	love ya jerry, but what the heck was that?
1316	0	i am not usually a fan of anything # pumpkin * or # pumpkin spiced * but omg. these are the best cookies i have...
1317	0	image via we heart it # boy * # funny * # girl * # k * # mad * # ok *
1318	1	take my time because i want it all right?  
1319	0	 @ username @  annnnddddddd your opinion is irrelevant
1320	0	# its * # over * its not finished its not ending, its only the # beginning * when # god * is in it, # all * # things * are...
1321	1	 @ username @  i know, but in the big spot (the only time i have watched him) he choked! haha! must mean he sucks, right? 
1322	0	 @ username @  oh my fingers stick together
1323	1	cannot wait to work with the dream team again today!! # de lily fe * :see-no-evil_monkey:
1324	1	i just love a chaotic school run!!!...
1325	1	@ username @ this is my new fave thing on facebook # sex pest *
1326	0	@ username @ @ username @ @ username @ please reply to this gentleman on behalf of all of us here @ username @ # j ok les * # got real work to do *
1327	1	my luck just keeps getting better and better 
1328	1	@ username @ deutsch is a misogynistic toad; how shocking he is a bigot too .... # hands up do not shoot *
1329	0	>  @ username @  google drive review 
1330	0	 @ username @ : do not say anything... just retweet it   @ username @   @ username @   @ username @ 
1331	1	 @ username @  ok, hope it will rain soon  :confounded_face:
1332	0	 nope, you do not fit that definition  @ username @   @ username @   @ username @   @ username @   @ username @ 
1333	1	second day in a row that i am late to work. thanks,  @ username @ . service definitely worth a fare hike.  
1334	1	yeah so i am on a diet:slice_of_pizza:  
1335	0	# not cie s * # eu * ebola leaves hundreds of thousands facing hunger in three worst-hit countries
1336	1	do not be offended when you hear # happy holidays * when people refer to # christmas * the word 'holiday' is derived from  holy day . # fb *
1337	0	 @ username @   @ username @  lol  then
1338	0	wow doutzen looks amazing after having a baby
1339	1	it is always nice when i am taking a cig break at like  number am at my house and i hear weird creepy noises and its really dark 
1340	1	j cole has a song about being a virgin and then not being a virgin. # musical genius * # innovation *
1341	0	 @ username @  thanks for the update spot. i am good w/ that.  if you can post some stuff on this on my blog: 
1342	0	  so ugly christmas sweater women's sz m 
1343	1	we will that was a great way to start off my morning :grinning_face: 
1344	1	now i see why this play was not reviewed. because it was not even close.  
1345	0	catching up on the rhoa!!!!#love the drama
1346	0	never has an # australia * been more dependant on govt money than we are now # sad * # socialism * # unrealistic * people we spend more than we earn...
1347	1	@ username @ which one is more disturbing dan? tickling an elf's:aubergine: or biting it..... # phil is innocent * :grinning_face_with_smiling_eyes::pistol:
1348	1	 @ username @   @ username @  hitting the big issues, champ. 
1349	0	 rt  @ username @ : rumourisimadad's accent...
1350	0	 @ username @   @ username @  least i could do for barging into your convo!
1351	1	# video * on # jesus * and # bulldogs * which is # deep * and # meaningful cough *  #dog # dogs * # bulldog * # religion * # v log *
1352	0	 @ username @   @ username @   we live in a world where even the neighbors look alien. 
1353	1	 @ username @  plus my memory is short and i deleted all those pic you shared. boom. 
1354	1	nice weekend off but back at work tonight. over the fucking moon 
1355	0	bridal#jewels#exciting range#hand made#high quality jewellery on the high street#bespoke#custom
1356	1	@ username @ so...i should click on the link in your private message to see the nasty rumor going around about me? # boo hackers *
1357	1	my current christmas song obsession. played it non-stop all weekend   via  @ username @ 
1358	0	flight diverted over boiling water incident 
1359	1	for  number  grand a year we definitely get all of the information we need in this practical class 
1360	0	 @ username @  what happens if i rt ?
1361	0	sneaking in a round of mini golf at # hollywood drive in golf * at # universal * # citi walk * before the kiddos...
1362	0	my twitter account is worth $ number . number , according to social account worth calculator. see how much you are worth 
1363	1	the of taking a break from reading about # social media * to check my social media.
1364	0	video: by @ username @   @ username @ # wife y series * drops today, with # cover models * @ username @ and...
1365	1	@ username @ @ username @ i hope that all those people who missed connecting flights take joy in this wonderful experience. # sorry not sorry *
1366	1	 @ username @  he was caught attending...*gasp* a latin mass. 
1367	1	i love how @ username @ can stay up and tweet but cannot stay up and hang out with me! # true bro *
1368	0	lol has his website been suspended again?  @ username @   @ username @ 
1369	1	the worst is when they consider things like  conservative tribune  as a credible source of information. totally not bias. 
1370	0	# red sox * rt @ username @ : meanwhile, in caguas, rusney castillo goes  number - number  with mammoth hr. man, alex cora loves this guy
1371	1	i just want to thank e-l-e-n-a-t on tumblr for spoiling me # b of a * -.- ... honestly? fuck you! # martin freeman *
1372	1	i love waking up five minutes before i have to be at school... 
1373	0	i already cannot wait for julia to come back.
1374	1	its going to be a loooong day..  but yolo let us have fun :smiling_face_with_open_mouth_and_tightly-closed_eyes: 
1375	0	 @ username @  you are slipping back into hate figure territory
1376	1	being used is such a great feeling...
1377	1	meanwhile in zimbabwe the south african imposed government promises to stamp out corruption. 
1378	0	people are loving this funk. let us keep the tweet going on. 
1379	0	where i am  @ boys town 
1380	0	i have footy socks on, trackies, a tee, a fluffy dressing gown and i am wrapped up in my quilt... i sweating bean but shivering my nuds off
1381	1	my finger is so ducking attractive without my bandage tbh!!! 
1382	1	accidentally breaking your own computer when your tech support! haha , talk about employee of the month # tech support * :personal_computer::floppy_disk::pistol:
1383	1	so glad all that voting was put to good use! 
1384	1	ppl make blanket statements about a whole race as a defense that they are sick of hearing about race 
1385	1	i just love being wide awake at  number am 
1386	1	the word  taliban  comes from the root word  talib  which means a student.  #peshawarattack # death to taliban * # death to is is *
1387	1	yay its fucking monday life is so perfect and magical i love everything 
1388	1	event technology session is having internet problems. # hs c  number  *
1389	0	# marley and me * rt @ username @ : sources tell @ username @ and me that dodgers are showing serious interest in jon lester.
1390	1	can anyone tell iv been uploading items onto depop today lol # lots of de pop uploaded *
1391	0	 @ username @  where has me boots happy
1392	0	it scares me when i think about what things will be like a year from now! #  number  *
1393	0	the last twolves game i was jacked for was right after the lockout in  number  vs. okc (rubio's  number st game)... i wonder if i when i will again?
1394	1	everybody is out there traveling the world and i am sitting here studying maps for my last exam # jealousy * # almost done *
1395	1	cleaning up spew is a definite highlight of my job!! 
1396	0	 @ username @  right! clearly the po-po has been playing too much call of duty
1397	1	 @ username @   @ username @  actually israel's demand renders it antisemitic acc to your mate's favourite non definition of antisem. 
1398	1	thank you, strange vet husband at the bar, for reminding me that i will be in debt until i die. # student loans *
1399	1	love that i can count on people. 
1400	1	 @ username @   @ username @  i smashed my samsung galaxy running back to the car trying to avoid a parking ticket 
1401	1	yea i love it when  number  is already throwing a tantrum upon waking up. totally. awesome. :ok_hand_sign:   @ username @ 
1402	0	the winner goes to this stocking! they bribed me. ;) 
1403	1	: world's most villainous climate criminal, australia, attempts to heavy other nations at lima # a us pol *
1404	0	i would rather you know and be upset than hide it for you to only question things later
1405	1	it is almost  number am and  @ username @  and i are arguing on why the guy is cute or not. really. this is our lives. come on were adults. 
1406	0	 @ username @  not always. they have found them in $ number k homes
1407	1	thanks  @ username @  for taking down  < number  we all love you for this < number  
1408	1	 @ username @  yeah. so as you can see, i have great success with the ladies! and i am totally excited for having sex some more! 
1409	0	senate just confirmed a new cabinet member that has  number nd amendment supporters furious - the senate confirme... 
1410	1	having nothing you studied be on the test is just fckn greaaat 
1411	0	marty posts facts with proof you? you make shit up  @ username @   @ username @   @ username @   @ username @ 
1412	0	falling asleep to the sound of rain is so relaxing :umbrella_with_rain_drops:️
1413	0	ok...so these two are my # absolute fa vs * and i am ashamed to admit that i actually cried when my...
1414	0	 @ username @   @ username @  indeed two people from the opposite political divide not slinging insults. what is twitter coming to 
1415	1	the biggest is that # taliban * gunned down school kids in the same country that # mala la * received the nobel prize for # education * # ouch *
1416	0	 @ username @  i do not think i have ever even made weed brownies in my life...idk where you get this bizarre idea from lol
1417	1	what a b.e.a.utiful day in scotland!! :) # rain * # gales * lol
1418	0	 @ username @  nice. we make it in a pot with butter & himalayan salt. sometimes with infused salts for a change.
1419	1	looking forward to doing my  number  page essay tonight :face_savouring_delicious_food: seems like fun 
1420	0	i will grin or ill grin. there is two ways to read my name.
1421	1	seeing @ username @ on saturday whaddddddup # legend *
1422	0	a new year about to start so many people came so many went but always wat's gone is better.
1423	0	yoga pants, a sweatshirt, and nikes, am i  @ username @  yet? :face_with_tears_of_joy:
1424	0	bitch where the fuck you think i am going????? better sit on down with the rest of these bitches waittng for me to move....  neva
1425	1	# great * # a * # all * # burst * # christmas * # diy * # crafts please * rt:
1426	1	taking a final then going straight to work. i am just peachy about it. 
1427	0	may be cold tomorrow, december  number ,  number ! a low of - number ℃ - dress warm!
1428	1	 @ username @  buuuut fast iteration and prototyping to production-ready code! 
1429	0	 @ username @  you are on my  people who antagonize me  list.  via  @ username @  
1430	0	let us go cavs!!! # cleveland * # cav s * # cavaliers * # nba * @ quicken loans arena
1431	0	 @ username @ : toronto man finds woman with ex-girlfriend's name for free trip around the world i should have changed my name!!!!!
1432	0	chenua achebe - when things fall apart
1433	0	 @ username @  thank you! i think i filled it out correctly
1434	1	girls who dip>>> 
1435	0	what do you think? good name or what?  @ username @   @ username @   @ username @ 
1436	0	:flag_for_faroe_islands:🇱🇱🇴🇼 this: #tsu website now worth $ number . number  million!  you get paid for posting! 
1437	1	monday mornings are my fave :) 
1438	1	thanks mum for farting ... not once, but twice during dinner with the bf. # nice one *
1439	0	being on # social media * is already pretty good, but they also master of irony... do we tell them?
1440	0	let us set the record straight mccoist the player legend fact !!! the man held us together when no one else would !!!! will not ever b forgotten
1441	0	history check anyone know what this is? 
1442	0	off in to town to get a bday prezzy, how rude to have a birthday in xmas week # busy bee *
1443	1	the of how worst films become must see # films *
1444	1	 @ username @  you are freer in bethlehem than you would be anywhere in rest of the arab world!   much
1445	0	 @ username @   @ username @  not knowing that it was about covering the points has not kept us from winning two weeks and almost winning a  number rd.
1446	0	 @ username @  i do not think, i know x
1447	0	this kid right here makes me so happy :heavy_black_heart:️ # nephew *
1448	0	if this is love i do not want to be loved , you pollute the room with your filthy tongue # get scared *
1449	1	 @ username @   @ username @  yeah thanks for that! 
1450	0	stop trying to make me post my location, twitter. i do not want to post my location. stop.
1451	0	just seen the result  what the actual.... # saints fc *
1452	0	get updated with basant rai is out!  stories via  @ username @   @ username @   @ username @ 
1453	0	 @ username @   @ username @   @ username @   @ username @   @ username @   @ username @   @ username @  ya welcome hunny:kiss_mark:
1454	1	good thing y days not ruined.... 
1455	1	 @ username @   @ username @  yes. i want to honor someone who died so i will go steal a tv and xbox and whatever else i feel entitled to 
1456	0	long gold layered pipe necklace set $ number  leave email for invoice 
1457	1	dang my selfie game is on point when i am drinking # actually sorry *
1458	0	but he is a lot of laughs  @ username @   @ username @   @ username @   @ username @   @ username @ 
1459	1	so if three geeks can bring down the whole of microsoft and sony networks..my annual firewall subscription is worth every penny!  
1460	1	good news! thanks to the # aca * my husbands insurance premium jumped up  number . number % in one year! hooray! # thanks obama *
1461	0	 @ username @  to you too. :) :thumbs_up_sign:
1462	0	 @ username @  i just texted you. now i am going to sleep-not ignoring
1463	1	nothing is better then an  number am class. 
1464	0	# net * # neutrality * # cisco * # intel * # ibm * # warn * # fcc * # to * # crack * # down * # on * # isps * more than  number  # technology *
1465	1	cluck! rt @ username @ : most transparent administration ever sends password-protected documents to oversight. # gruber *
1466	0	 @ username @ : sometimes you have to forget what you feel and remember what you deserve.
1467	1	working super early on a friday, when your will is weakest, is a pure treat. # tired * # storm aged don * # arrow midseason finale *
1468	0	i like how people freak out when they hear i am still getting paid while i am off for over  number  weeks. join the military, duh.
1469	0	so,  @ username @  faved my tweet. what was my reaction?....my parents thought i went crazy.  ashamed 
1470	0	 @ username @  miss you i am leaving on  number th so .... need to see you before i go :weary_face::weary_face::weary_face::weary_face:
1471	0	 @ username @  she went from a faded orange mess to a dark brown with red streaks. i, of course, forgot to take pictures.
1472	0	# my * # husband * is your concern # stop txt n him * its # not ok * # you know who you are *
1473	0	you would hope that a film like that would lose relevance after a couple decades, but nope.
1474	1	nothing like waking up to the sweet sounds of your cat trying to chew the shoelaces off your husband's new boots 
1475	0	each snooze button is more tempting than the last :sleeping_face::squared_sos:
1476	0	fucked up.  in the mood at all
1477	1	coin ! watcheronawall: anyone else find it sad that we have to remind conservative republicans that torture is wrong? # torture report * ...
1478	0	tamir rice's memorial is today. his family had plans of seeing him grow up. not gunned down by police. police?  
1479	1	eating sweets in pe 
1480	1	no need to act like i am the fav child, i know this already. 
1481	1	funny your the broken one now i am the only one who needed saving. 
1482	0	my baby will have caps on her teeth # negative *
1483	0	i come up with some ridiculous scenarios in my head :thought_balloon:
1484	1	love that i still have kids that still wake up early on christmas # just kidding i love them *
1485	0	 @ username @  i am okay with a trade, but they better get a darn good package and it better not be in the division
1486	0	my com professor keeps talking about twitter.   lel
1487	1	oh how i love this  
1488	0	 @ username @  frisky at  number am? that is nothing new. 
1489	1	love that my buses are every half an hour:angry_face::pouting_face::face_with_look_of_triumph: 
1490	0	 @ username @   @ username @   @ username @  all the more reason for it. competition breeds innovation & the consumer wins.
1491	0	  so ugly *size small* christmas sweater cardi basic editions holiday vintage 
1492	1	i just love when you test my patience! :white_smiling_face:️ 
1493	1	welcome to twitter  @ username @  myself n  @ username @  r at ur service as ur twitter coaches 
1494	1	@ username @ # things better than titans jags * napalm hotwings # big joe favorite * love the show # keep * it real
1495	0	sometimes i can make funny comments # boyfriend * # text * # just got home from dinner * # smiles * # funny * # love him *
1496	0	dayum, i really got the house to myself while my brother still has school all week :smiling_face_with_sunglasses:
1497	0	 a bad idea! 
1498	1	you know when you send presents to friends who live far away and they never get there.. and you handmade most of the stuff.. yay 
1499	1	i used to joke around about my cats being able to open my doors, never expected it happen. 
1500	0	we buy into liberal individualism and see our individual fate as black people in no way linked to the collective fate-bell hooks # ferguson *
1501	0	 @ username @  draw,  @ username @  draw,  @ username @  going to lose, pelle on my bench in fantasy, been a fucking shit night for me.
1502	1	 how half of the world is suffering from obesity and the other half is dying of famine!!!!!
1503	0	i got to meet a real csi tonight # cool * but the little jerks who broke into his office at  number am cool:pouting_face:
1504	1	if his twitter account is any sign, then this book looks to be a must read  id rather read twilight 
1505	1	uk pm making sure child abusers are brought to justice. i can assume people will be brought to justice # lies *
1506	1	balak to balaam:  come now, curse this people for me..for i know that he whom you bless is blessed, and he whom you curse is cursed.  
1507	0	guru's to newbies, everyone's getting in on this while they can. you need to see it right now 
1508	1	doing mental calculations and realizing that your chances of passing a module are slim to none is fantastic 
1509	0	 @ username @  it is the season for unwanted gifts!
1510	1	my future? i still enjoy it (playing football) too much and i play with passion -totti......oh no the team is doomed..... # as roma *
1511	1	awh i love her replies, they get me feeling all types of ways! # no replies * # story of my life *
1512	0	there has always that one friend to motivate and make you feel better. el number amdellah  number la wjoodch fe  number ayaty yaa dctortna el jameela < number   @ username @ 
1513	0	 @ username @  ok thanks,one more question: does a computer scientist take the same salary as a computer communication engineer?
1514	1	 @ username @  stoked...
1515	0	@ username @ huge congrats on signing! could not be happier for you & the fam.   how does the view from everest?  #originalpatneshekfanclubmember
1516	0	please do not fuck with me when i first wake up a morning person!
1517	1	are they allowed to be touching each other's kneecaps like that?? # questionable * # no a * # on you chapel *
1518	0	produce all kinds of creative designs # hype beast *
1519	1	i am seeing # catfish * while i search for a # fish sitter * for my # goldfish * # love life *
1520	0	# page found  number  *
1521	0	you know what would make break  number x times better?  not having practice.
1522	0	 @ username @   @ username @   @ username @   @ username @  with their sec bias right now: 
1523	0	# if * we are # careful * # literacy * # will * # become * # a * # historical * # blip * it has a summer...
1524	1	 @ username @ : . @ username @   @ username @  everything is awesome!!!!!!!!!!!!!!!!!!!! :)  
1525	1	 @ username @  haha cannot wait for monday  at it is best.. cheers
1526	1	the people # bill cosby * looked down upon are ones coming to his defense. this is not about race,it is about rape!
1527	0	 @ username @  i am good at banter... :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
1528	1	just yelled at # someone * # telling * me to do # something * # you re * my # mum * # mistake * was...it was actually my mum
1529	0	the   number / number = number %  is also in the top  number  lol  @ username @   @ username @   @ username @   @ username @ 
1530	0	@ username @ a#chance#till#january! # this * is so good # you * always make me#smile
1531	0	does not convey what i want though. # twitter problems forme *
1532	0	it is hard to take people seriously who cannot spell and think grammar is a type of cracker.
1533	1	what an irony! the police divide us, the terrorists unite us! # terrorism * # police brutality *
1534	0	 @ username @  tamir knows mike brown raised his hands & was shot dead. he wanted cops to see he had a bb gun & was still shot dead.
1535	0	@ username @ @ username @ is giving you a chance to win  number  # go supersonic * # go a * passes. follow them for more details.  #superdaylineup
1536	0	 @ username @  let me put my bet in with whoever would take action on such a thing... i would think oliva & howsam should be easy.
1537	0	no pai̇n- no gai̇n !  #fit # fitness * # gym *  #no # give * # up * :fisted_hand_sign::flexed_biceps:
1538	0	# bbc * # news * -- # denmark * # challenges * # russia * and # canada * # over * # north * # pole *
1539	0	 @ username @   @ username @   @ username @  is this your first visit to a comment section?
1540	1	i shun the workplace chit chat, to look at what happening on twitter # random tweet *
1541	1	shoes on make-up done ! i am ready 
1542	0	love watching # late night films * enjoyed # mocking jay part  number  * @ username @ # didsbury * ta @ username @ . # grateful * to have such a # good friend *
1543	1	 @ username @  steve, steve, steve. that has data. you will never win any hearts and minds if you do not appeal for the poor polar bears 
1544	1	 @ username @   @ username @  so glad i bought a diesel car  number  years ago 
1545	0	do not mess with a # ninja * ! # ko *
1546	1	 @ username @  like a group of unsuccessful idiots who cannot even manage to scrounge up a quarter? that is pretty cool i guess chris 
1547	0	i cannot wait to jump in my bed tonight and sleep!:sleeping_face: # so tired *
1548	0	can the next person who wants to educate me on any point please be very bloody educates before they speak to me, getting bored now
1549	1	sat on yet another stationary  @ username @  train for  number  minutes with no explanation from the driver. your service is just top drawer. 
1550	0	 @ username @  you simply cannot win with  @ username @  if it is twitter fight!!! :-p
